"participation","year","count"
"2030272","2023",0
"2030300","2017",0
"2030300","2018",1
"2030300","2019",0
"2030300","2020",0
"2030300","2021",1
"2030300","2022",0
"2030300","2023",1
"2030301","2017",1
"2030301","2018",1
"2030301","2019",1
"2030301","2020",1
"2030301","2021",2
"2030301","2022",0
"2030301","2023",2
"2030303","2017",1
"2030303","2018",1
"2030303","2019",1
"2030303","2020",1
"2030303","2021",1
"2030303","2022",0
"2030303","2023",2
"2030380","2017",0
"2030380","2018",2
"2030380","2019",1
"2030380","2020",0
"2030380","2021",1
"2030380","2022",0
"2030380","2023",0
"2030382","2017",0
"2030382","2018",1
"2030382","2019",1
"2030382","2020",1
"2030382","2021",0
"2030382","2022",1
"2030382","2023",2
"2030393","2017",0
"2030393","2018",1
"2030393","2019",1
"2030393","2020",0
"2030393","2021",0
"2030393","2022",0
"2030393","2023",0
"2030394","2017",0
"2030394","2018",1
"2030394","2019",0
"2030394","2020",1
"2030394","2021",1
"2030394","2022",1
"2030394","2023",1
"2030400","2017",0
"2030400","2018",1
"2030400","2019",0
"2030400","2020",1
"2030400","2021",0
"2030400","2022",0
"2030400","2023",0
"2030410","2017",0
"2030410","2018",1
"2030410","2019",1
"2030410","2020",0
"2030410","2021",1
"2030410","2022",0
"2030410","2023",0
"2030489","2017",0
"2030489","2018",1
"2030489","2019",1
"2030489","2020",1
"2030489","2021",0
"2030489","2022",0
"2030489","2023",0
"2030490","2017",1
"2030490","2018",1
"2030490","2019",1
"2030490","2020",1
"2030490","2021",1
"2030490","2022",0
"2030490","2023",1
"2030501","2017",0
"2030501","2018",1
"2030501","2019",0
"2030501","2020",0
"2030501","2021",0
"2030501","2022",0
"2030501","2023",1
"2030552","2017",0
"2030552","2018",1
"2030552","2019",1
"2030552","2020",1
"2030552","2021",1
"2030552","2022",0
"2030552","2023",1
"2030561","2017",0
"2030561","2018",1
"2030561","2019",0
"2030561","2020",0
"2030561","2021",0
"2030561","2022",0
"2030561","2023",0
"2030600","2017",0
"2030600","2018",2
"2030600","2019",1
"2030600","2020",1
"2030600","2021",1
"2030600","2022",2
"2030600","2023",0
"2030610","2017",0
"2030610","2018",1
"2030610","2019",0
"2030610","2020",0
"2030610","2021",0
"2030610","2022",0
"2030610","2023",0
"2030616","2017",0
"2030616","2018",1
"2030616","2019",1
"2030616","2020",1
"2030616","2021",1
"2030616","2022",1
"2030616","2023",1
"2030698","2017",1
"2030698","2018",1
"2030698","2019",1
"2030698","2020",1
"2030698","2021",1
"2030698","2022",1
"2030698","2023",1
"2030722","2017",0
"2030722","2018",0
"2030722","2019",1
"2030722","2020",0
"2030722","2021",1
"2030722","2022",0
"2030722","2023",1
"2030730","2017",0
"2030730","2018",1
"2030730","2019",1
"2030730","2020",1
"2030730","2021",0
"2030730","2022",1
"2030730","2023",1
"2030732","2017",0
"2030732","2018",2
"2030732","2019",1
"2030732","2020",1
"2030732","2021",1
"2030732","2022",1
"2030732","2023",2
"2030765","2017",0
"2030765","2018",1
"2030765","2019",0
"2030765","2020",0
"2030765","2021",1
"2030765","2022",0
"2030765","2023",0
"2030797","2017",0
"2030797","2018",2
"2030797","2019",1
"2030797","2020",1
"2030797","2021",0
"2030797","2022",0
"2030797","2023",0
"2030798","2017",1
"2030798","2018",1
"2030798","2019",0
"2030798","2020",0
"2030798","2021",0
"2030798","2022",0
"2030798","2023",0
"2030871","2017",0
"2030871","2018",1
"2030871","2019",1
"2030871","2020",0
"2030871","2021",0
"2030871","2022",1
"2030871","2023",1
"2030872","2017",1
"2030872","2018",2
"2030872","2019",1
"2030872","2020",1
"2030872","2021",0
"2030872","2022",0
"2030872","2023",0
"2030873","2017",0
"2030873","2018",1
"2030873","2019",0
"2030873","2020",0
"2030873","2021",0
"2030873","2022",0
"2030873","2023",0
"2030921","2017",0
"2030921","2018",1
"2030921","2019",0
"2030921","2020",1
"2030921","2021",0
"2030921","2022",0
"2030921","2023",0
"2030943","2017",0
"2030943","2018",1
"2030943","2019",0
"2030943","2020",0
"2030943","2021",0
"2030943","2022",0
"2030943","2023",0
"2030974","2017",0
"2030974","2018",0
"2030974","2019",1
"2030974","2020",0
"2030974","2021",0
"2030974","2022",1
"2030974","2023",1
"2030983","2017",0
"2030983","2018",1
"2030983","2019",1
"2030983","2020",0
"2030983","2021",0
"2030983","2022",0
"2030983","2023",0
"2030989","2017",0
"2030989","2018",1
"2030989","2019",0
"2030989","2020",0
"2030989","2021",0
"2030989","2022",0
"2030989","2023",0
"2030990","2017",0
"2030990","2018",0
"2030990","2019",1
"2030990","2020",0
"2030990","2021",1
"2030990","2022",0
"2030990","2023",0
"2030991","2017",0
"2030991","2018",1
"2030991","2019",0
"2030991","2020",0
"2030991","2021",1
"2030991","2022",0
"2030991","2023",1
"2031073","2017",0
"2031073","2018",1
"2031073","2019",0
"2031073","2020",0
"2031073","2021",0
"2031073","2022",0
"2031073","2023",1
"2031130","2017",0
"2031130","2018",1
"2031130","2019",0
"2031130","2020",0
"2031130","2021",0
"2031130","2022",0
"2031130","2023",0
"2031200","2017",0
"2031200","2018",1
"2031200","2019",1
"2031200","2020",0
"2031200","2021",0
"2031200","2022",0
"2031200","2023",0
"2031262","2017",0
"2031262","2018",1
"2031262","2019",1
"2031262","2020",1
"2031262","2021",0
"2031262","2022",0
"2031262","2023",1
"2031275","2017",0
"2031275","2018",1
"2031275","2019",1
"2031275","2020",0
"2031275","2021",1
"2031275","2022",0
"2031275","2023",0
"2031280","2017",1
"2031280","2018",1
"2031280","2019",1
"2031280","2020",1
"2031280","2021",0
"2031280","2022",1
"2031280","2023",0
"2031290","2017",0
"2031290","2018",1
"2031290","2019",1
"2031290","2020",0
"2031290","2021",0
"2031290","2022",0
"2031290","2023",0
"2031304","2017",1
"2031304","2018",0
"2031304","2019",1
"2031304","2020",1
"2031304","2021",1
"2031304","2022",1
"2031304","2023",1
"2031310","2017",0
"2031310","2018",0
"2031310","2019",1
"2031310","2020",0
"2031310","2021",1
"2031310","2022",0
"2031310","2023",1
"2031388","2017",0
"2031388","2018",0
"2031388","2019",1
"2031388","2020",1
"2031388","2021",1
"2031388","2022",0
"2031388","2023",2
"2031399","2017",0
"2031399","2018",1
"2031399","2019",0
"2031399","2020",0
"2031399","2021",0
"2031399","2022",0
"2031399","2023",0
"2031431","2017",0
"2031431","2018",1
"2031431","2019",1
"2031431","2020",1
"2031431","2021",1
"2031431","2022",1
"2031431","2023",1
"2031490","2017",0
"2031490","2018",1
"2031490","2019",1
"2031490","2020",1
"2031490","2021",0
"2031490","2022",1
"2031490","2023",0
"2031500","2017",0
"2031500","2018",0
"2031500","2019",0
"2031500","2020",0
"2031500","2021",1
"2031500","2022",1
"2031500","2023",0
"2031545","2017",0
"2031545","2018",1
"2031545","2019",0
"2031545","2020",0
"2031545","2021",0
"2031545","2022",0
"2031545","2023",0
"2031552","2017",1
"2031552","2018",1
"2031552","2019",0
"2031552","2020",0
"2031552","2021",0
"2031552","2022",0
"2031552","2023",0
"2031554","2017",0
"2031554","2018",1
"2031554","2019",1
"2031554","2020",1
"2031554","2021",1
"2031554","2022",1
"2031554","2023",1
"2031565","2017",0
"2031565","2018",1
"2031565","2019",1
"2031565","2020",0
"2031565","2021",0
"2031565","2022",0
"2031565","2023",0
"2031590","2017",0
"2031590","2018",0
"2031590","2019",0
"2031590","2020",0
"2031590","2021",2
"2031590","2022",2
"2031590","2023",3
"2031611","2017",0
"2031611","2018",1
"2031611","2019",1
"2031611","2020",1
"2031611","2021",1
"2031611","2022",1
"2031611","2023",2
"2031656","2017",1
"2031656","2018",1
"2031656","2019",1
"2031656","2020",1
"2031656","2021",0
"2031656","2022",0
"2031656","2023",0
"2031663","2017",0
"2031663","2018",0
"2031663","2019",0
"2031663","2020",1
"2031663","2021",0
"2031663","2022",1
"2031663","2023",0
"2031667","2017",0
"2031667","2018",1
"2031667","2019",1
"2031667","2020",0
"2031667","2021",1
"2031667","2022",1
"2031667","2023",1
"2031700","2017",0
"2031700","2018",0
"2031700","2019",1
"2031700","2020",1
"2031700","2021",1
"2031700","2022",1
"2031700","2023",0
"2031735","2017",1
"2031735","2018",0
"2031735","2019",0
"2031735","2020",0
"2031735","2021",0
"2031735","2022",0
"2031735","2023",0
"2031840","2017",0
"2031840","2018",1
"2031840","2019",0
"2031840","2020",0
"2031840","2021",0
"2031840","2022",1
"2031840","2023",0
"2031856","2017",0
"2031856","2018",1
"2031856","2019",1
"2031856","2020",1
"2031856","2021",1
"2031856","2022",0
"2031856","2023",0
"2031890","2017",1
"2031890","2018",0
"2031890","2019",1
"2031890","2020",1
"2031890","2021",0
"2031890","2022",1
"2031890","2023",1
"2031894","2017",1
"2031894","2018",1
"2031894","2019",1
"2031894","2020",0
"2031894","2021",1
"2031894","2022",0
"2031894","2023",1
"2031900","2017",0
"2031900","2018",1
"2031900","2019",0
"2031900","2020",1
"2031900","2021",0
"2031900","2022",0
"2031900","2023",0
"2031902","2017",0
"2031902","2018",0
"2031902","2019",1
"2031902","2020",0
"2031902","2021",0
"2031902","2022",0
"2031902","2023",0
"2031920","2017",0
"2031920","2018",1
"2031920","2019",0
"2031920","2020",1
"2031920","2021",2
"2031920","2022",1
"2031920","2023",1
"2031924","2017",0
"2031924","2018",0
"2031924","2019",1
"2031924","2020",0
"2031924","2021",0
"2031924","2022",0
"2031924","2023",0
"2031930","2017",1
"2031930","2018",1
"2031930","2019",1
"2031930","2020",1
"2031930","2021",1
"2031930","2022",1
"2031930","2023",1
"2031940","2017",0
"2031940","2018",1
"2031940","2019",0
"2031940","2020",0
"2031940","2021",0
"2031940","2022",0
"2031940","2023",0
"2031941","2017",0
"2031941","2018",1
"2031941","2019",1
"2031941","2020",1
"2031941","2021",1
"2031941","2022",0
"2031941","2023",0
"2031948","2017",1
"2031948","2018",1
"2031948","2019",1
"2031948","2020",0
"2031948","2021",1
"2031948","2022",1
"2031948","2023",2
"2031950","2017",0
"2031950","2018",3
"2031950","2019",4
"2031950","2020",2
"2031950","2021",2
"2031950","2022",1
"2031950","2023",1
"2031960","2017",0
"2031960","2018",1
"2031960","2019",1
"2031960","2020",1
"2031960","2021",1
"2031960","2022",1
"2031960","2023",1
"2031984","2017",1
"2031984","2018",1
"2031984","2019",1
"2031984","2020",0
"2031984","2021",0
"2031984","2022",0
"2031984","2023",0
"2031999","2017",0
"2031999","2018",0
"2031999","2019",0
"2031999","2020",1
"2031999","2021",2
"2031999","2022",1
"2031999","2023",1
"2032050","2017",1
"2032050","2018",1
"2032050","2019",1
"2032050","2020",1
"2032050","2021",1
"2032050","2022",1
"2032050","2023",1
"2032105","2017",0
"2032105","2018",1
"2032105","2019",0
"2032105","2020",0
"2032105","2021",1
"2032105","2022",0
"2032105","2023",0
"2032109","2017",0
"2032109","2018",1
"2032109","2019",1
"2032109","2020",1
"2032109","2021",0
"2032109","2022",0
"2032109","2023",0
"2032110","2017",1
"2032110","2018",1
"2032110","2019",0
"2032110","2020",0
"2032110","2021",0
"2032110","2022",0
"2032110","2023",0
"2032120","2017",1
"2032120","2018",1
"2032120","2019",2
"2032120","2020",2
"2032120","2021",0
"2032120","2022",0
"2032120","2023",0
"2032145","2017",0
"2032145","2018",1
"2032145","2019",0
"2032145","2020",0
"2032145","2021",0
"2032145","2022",0
"2032145","2023",0
"2032233","2017",1
"2032233","2018",1
"2032233","2019",1
"2032233","2020",0
"2032233","2021",0
"2032233","2022",0
"2032233","2023",0
"2032285","2017",1
"2032285","2018",1
"2032285","2019",1
"2032285","2020",1
"2032285","2021",1
"2032285","2022",0
"2032285","2023",0
"2032294","2017",1
"2032294","2018",1
"2032294","2019",1
"2032294","2020",0
"2032294","2021",1
"2032294","2022",0
"2032294","2023",0
"2032325","2017",0
"2032325","2018",1
"2032325","2019",1
"2032325","2020",1
"2032325","2021",1
"2032325","2022",0
"2032325","2023",0
"2032330","2017",0
"2032330","2018",1
"2032330","2019",1
"2032330","2020",0
"2032330","2021",0
"2032330","2022",0
"2032330","2023",0
"2032380","2017",0
"2032380","2018",0
"2032380","2019",1
"2032380","2020",0
"2032380","2021",0
"2032380","2022",0
"2032380","2023",0
"2032461","2017",0
"2032461","2018",0
"2032461","2019",1
"2032461","2020",0
"2032461","2021",0
"2032461","2022",0
"2032461","2023",0
"2032485","2017",0
"2032485","2018",1
"2032485","2019",1
"2032485","2020",1
"2032485","2021",0
"2032485","2022",0
"2032485","2023",0
"2032490","2017",0
"2032490","2018",0
"2032490","2019",1
"2032490","2020",2
"2032490","2021",0
"2032490","2022",0
"2032490","2023",0
"2032531","2017",0
"2032531","2018",1
"2032531","2019",0
"2032531","2020",0
"2032531","2021",0
"2032531","2022",0
"2032531","2023",0
"2032532","2017",0
"2032532","2018",0
"2032532","2019",0
"2032532","2020",0
"2032532","2021",0
"2032532","2022",0
"2032532","2023",1
"2032560","2017",1
"2032560","2018",1
"2032560","2019",1
"2032560","2020",0
"2032560","2021",0
"2032560","2022",0
"2032560","2023",1
"2032563","2017",0
"2032563","2018",1
"2032563","2019",1
"2032563","2020",1
"2032563","2021",1
"2032563","2022",1
"2032563","2023",0
"2032590","2017",1
"2032590","2018",1
"2032590","2019",1
"2032590","2020",0
"2032590","2021",0
"2032590","2022",0
"2032590","2023",1
"2032615","2017",0
"2032615","2018",3
"2032615","2019",1
"2032615","2020",1
"2032615","2021",1
"2032615","2022",3
"2032615","2023",4
"2032654","2017",0
"2032654","2018",1
"2032654","2019",1
"2032654","2020",1
"2032654","2021",1
"2032654","2022",0
"2032654","2023",1
"2032680","2017",0
"2032680","2018",1
"2032680","2019",0
"2032680","2020",0
"2032680","2021",0
"2032680","2022",0
"2032680","2023",0
"2032750","2017",0
"2032750","2018",1
"2032750","2019",0
"2032750","2020",0
"2032750","2021",0
"2032750","2022",0
"2032750","2023",0
"2032780","2017",1
"2032780","2018",0
"2032780","2019",0
"2032780","2020",0
"2032780","2021",0
"2032780","2022",0
"2032780","2023",0
"2032800","2017",0
"2032800","2018",1
"2032800","2019",0
"2032800","2020",0
"2032800","2021",0
"2032800","2022",0
"2032800","2023",0
"2032821","2017",0
"2032821","2018",0
"2032821","2019",1
"2032821","2020",0
"2032821","2021",0
"2032821","2022",1
"2032821","2023",0
"2032830","2017",0
"2032830","2018",1
"2032830","2019",0
"2032830","2020",0
"2032830","2021",0
"2032830","2022",0
"2032830","2023",0
"2032880","2017",0
"2032880","2018",1
"2032880","2019",1
"2032880","2020",1
"2032880","2021",1
"2032880","2022",0
"2032880","2023",0
"2032895","2017",1
"2032895","2018",1
"2032895","2019",0
"2032895","2020",0
"2032895","2021",0
"2032895","2022",0
"2032895","2023",0
"2032910","2017",0
"2032910","2018",1
"2032910","2019",0
"2032910","2020",0
"2032910","2021",0
"2032910","2022",0
"2032910","2023",0
"2032920","2017",0
"2032920","2018",1
"2032920","2019",1
"2032920","2020",1
"2032920","2021",1
"2032920","2022",1
"2032920","2023",0
"2032922","2017",1
"2032922","2018",1
"2032922","2019",1
"2032922","2020",1
"2032922","2021",1
"2032922","2022",0
"2032922","2023",2
"2032930","2017",0
"2032930","2018",1
"2032930","2019",1
"2032930","2020",1
"2032930","2021",1
"2032930","2022",1
"2032930","2023",1
"2033100","2017",1
"2033100","2018",1
"2033100","2019",1
"2033100","2020",1
"2033100","2021",1
"2033100","2022",1
"2033100","2023",1
"2033110","2017",0
"2033110","2018",1
"2033110","2019",2
"2033110","2020",1
"2033110","2021",0
"2033110","2022",0
"2033110","2023",2
"2033201","2017",1
"2033201","2018",1
"2033201","2019",1
"2033201","2020",1
"2033201","2021",1
"2033201","2022",1
"2033201","2023",1
"2033210","2017",1
"2033210","2018",1
"2033210","2019",1
"2033210","2020",0
"2033210","2021",0
"2033210","2022",0
"2033210","2023",0
"2033221","2017",0
"2033221","2018",1
"2033221","2019",1
"2033221","2020",1
"2033221","2021",1
"2033221","2022",1
"2033221","2023",0
"2033270","2017",0
"2033270","2018",1
"2033270","2019",1
"2033270","2020",1
"2033270","2021",0
"2033270","2022",0
"2033270","2023",0
"2033374","2017",1
"2033374","2018",1
"2033374","2019",1
"2033374","2020",1
"2033374","2021",1
"2033374","2022",0
"2033374","2023",1
"2033415","2017",0
"2033415","2018",1
"2033415","2019",1
"2033415","2020",0
"2033415","2021",0
"2033415","2022",0
"2033415","2023",0
"2033416","2017",0
"2033416","2018",1
"2033416","2019",1
"2033416","2020",1
"2033416","2021",1
"2033416","2022",1
"2033416","2023",2
"2033501","2017",1
"2033501","2018",1
"2033501","2019",0
"2033501","2020",0
"2033501","2021",0
"2033501","2022",0
"2033501","2023",0
"2033502","2017",0
"2033502","2018",1
"2033502","2019",1
"2033502","2020",0
"2033502","2021",1
"2033502","2022",0
"2033502","2023",1
"2033515","2017",1
"2033515","2018",0
"2033515","2019",1
"2033515","2020",0
"2033515","2021",1
"2033515","2022",1
"2033515","2023",0
"2033535","2017",0
"2033535","2018",0
"2033535","2019",1
"2033535","2020",0
"2033535","2021",1
"2033535","2022",0
"2033535","2023",0
"2033545","2017",0
"2033545","2018",1
"2033545","2019",1
"2033545","2020",2
"2033545","2021",1
"2033545","2022",0
"2033545","2023",1
"2033566","2017",0
"2033566","2018",1
"2033566","2019",0
"2033566","2020",0
"2033566","2021",0
"2033566","2022",0
"2033566","2023",0
"2033571","2017",1
"2033571","2018",1
"2033571","2019",1
"2033571","2020",1
"2033571","2021",1
"2033571","2022",0
"2033571","2023",2
"2033602","2017",0
"2033602","2018",1
"2033602","2019",1
"2033602","2020",0
"2033602","2021",0
"2033602","2022",1
"2033602","2023",0
"2033630","2017",0
"2033630","2018",0
"2033630","2019",0
"2033630","2020",0
"2033630","2021",1
"2033630","2022",0
"2033630","2023",0
"2033927","2017",0
"2033927","2018",1
"2033927","2019",0
"2033927","2020",1
"2033927","2021",0
"2033927","2022",0
"2033927","2023",1
"2033930","2017",0
"2033930","2018",1
"2033930","2019",1
"2033930","2020",0
"2033930","2021",1
"2033930","2022",1
"2033930","2023",1
"2033932","2017",0
"2033932","2018",0
"2033932","2019",1
"2033932","2020",0
"2033932","2021",1
"2033932","2022",0
"2033932","2023",1
"2033990","2017",0
"2033990","2018",1
"2033990","2019",1
"2033990","2020",1
"2033990","2021",0
"2033990","2022",2
"2033990","2023",1
"2033996","2017",0
"2033996","2018",1
"2033996","2019",1
"2033996","2020",1
"2033996","2021",1
"2033996","2022",0
"2033996","2023",2
"2034000","2017",0
"2034000","2018",1
"2034000","2019",1
"2034000","2020",1
"2034000","2021",1
"2034000","2022",0
"2034000","2023",2
"2034009","2017",1
"2034009","2018",0
"2034009","2019",0
"2034009","2020",0
"2034009","2021",0
"2034009","2022",0
"2034009","2023",0
"2034067","2017",1
"2034067","2018",1
"2034067","2019",1
"2034067","2020",0
"2034067","2021",0
"2034067","2022",0
"2034067","2023",0
"2034096","2017",0
"2034096","2018",1
"2034096","2019",0
"2034096","2020",0
"2034096","2021",0
"2034096","2022",0
"2034096","2023",0
"2034100","2017",0
"2034100","2018",1
"2034100","2019",0
"2034100","2020",0
"2034100","2021",0
"2034100","2022",0
"2034100","2023",0
"2034230","2017",1
"2034230","2018",1
"2034230","2019",1
"2034230","2020",1
"2034230","2021",1
"2034230","2022",2
"2034230","2023",0
"2034332","2017",0
"2034332","2018",1
"2034332","2019",0
"2034332","2020",0
"2034332","2021",0
"2034332","2022",0
"2034332","2023",0
"2034463","2017",0
"2034463","2018",1
"2034463","2019",1
"2034463","2020",0
"2034463","2021",1
"2034463","2022",0
"2034463","2023",0
"2036430","2017",1
"2036430","2018",1
"2036430","2019",1
"2036430","2020",0
"2036430","2021",0
"2036430","2022",0
"2036430","2023",0
"2040030","2017",0
"2040030","2018",0
"2040030","2019",1
"2040030","2020",1
"2040030","2021",2
"2040030","2022",1
"2040030","2023",2
"2040031","2017",0
"2040031","2018",1
"2040031","2019",1
"2040031","2020",1
"2040031","2021",1
"2040031","2022",0
"2040031","2023",2
"2040046","2017",0
"2040046","2018",2
"2040046","2019",1
"2040046","2020",1
"2040046","2021",0
"2040046","2022",2
"2040046","2023",2
"2040115","2017",0
"2040115","2018",1
"2040115","2019",1
"2040115","2020",1
"2040115","2021",1
"2040115","2022",0
"2040115","2023",0
"2040140","2017",0
"2040140","2018",1
"2040140","2019",1
"2040140","2020",0
"2040140","2021",0
"2040140","2022",0
"2040140","2023",0
"2040150","2017",0
"2040150","2018",0
"2040150","2019",1
"2040150","2020",1
"2040150","2021",1
"2040150","2022",1
"2040150","2023",2
"2040165","2017",0
"2040165","2018",1
"2040165","2019",0
"2040165","2020",0
"2040165","2021",0
"2040165","2022",0
"2040165","2023",0
"2040190","2017",0
"2040190","2018",1
"2040190","2019",1
"2040190","2020",0
"2040190","2021",0
"2040190","2022",0
"2040190","2023",0
"2040370","2017",0
"2040370","2018",1
"2040370","2019",0
"2040370","2020",1
"2040370","2021",0
"2040370","2022",0
"2040370","2023",0
"2040372","2017",0
"2040372","2018",1
"2040372","2019",0
"2040372","2020",1
"2040372","2021",1
"2040372","2022",1
"2040372","2023",1
"2040425","2017",0
"2040425","2018",1
"2040425","2019",1
"2040425","2020",1
"2040425","2021",1
"2040425","2022",0
"2040425","2023",1
"2040460","2017",1
"2040460","2018",0
"2040460","2019",0
"2040460","2020",0
"2040460","2021",1
"2040460","2022",0
"2040460","2023",0
"2040510","2017",0
"2040510","2018",0
"2040510","2019",1
"2040510","2020",1
"2040510","2021",0
"2040510","2022",1
"2040510","2023",2
"2040526","2017",0
"2040526","2018",1
"2040526","2019",1
"2040526","2020",0
"2040526","2021",0
"2040526","2022",0
"2040526","2023",0
"2040543","2017",0
"2040543","2018",1
"2040543","2019",0
"2040543","2020",0
"2040543","2021",4
"2040543","2022",2
"2040543","2023",2
"2040588","2017",0
"2040588","2018",1
"2040588","2019",0
"2040588","2020",0
"2040588","2021",0
"2040588","2022",0
"2040588","2023",0
"2040590","2017",0
"2040590","2018",1
"2040590","2019",0
"2040590","2020",1
"2040590","2021",0
"2040590","2022",0
"2040590","2023",0
"2040690","2017",0
"2040690","2018",1
"2040690","2019",1
"2040690","2020",1
"2040690","2021",1
"2040690","2022",0
"2040690","2023",0
"2040710","2017",0
"2040710","2018",2
"2040710","2019",1
"2040710","2020",2
"2040710","2021",1
"2040710","2022",0
"2040710","2023",2
"2040745","2017",0
"2040745","2018",1
"2040745","2019",0
"2040745","2020",0
"2040745","2021",0
"2040745","2022",0
"2040745","2023",0
"2040770","2017",0
"2040770","2018",0
"2040770","2019",0
"2040770","2020",2
"2040770","2021",0
"2040770","2022",1
"2040770","2023",0
"2040805","2017",0
"2040805","2018",0
"2040805","2019",1
"2040805","2020",0
"2040805","2021",0
"2040805","2022",0
"2040805","2023",0
"2040869","2017",0
"2040869","2018",1
"2040869","2019",0
"2040869","2020",0
"2040869","2021",0
"2040869","2022",0
"2040869","2023",0
"2041474","2017",0
"2041474","2018",0
"2041474","2019",0
"2041474","2020",0
"2041474","2021",1
"2041474","2022",0
"2041474","2023",0
"2045829","2017",1
"2045829","2018",1
"2045829","2019",1
"2045829","2020",1
"2045829","2021",1
"2045829","2022",1
"2045829","2023",0
"2049938","2017",1
"2049938","2018",1
"2049938","2019",1
"2049938","2020",1
"2049938","2021",1
"2049938","2022",0
"2049938","2023",0
"2050000","2017",0
"2050000","2018",1
"2050000","2019",0
"2050000","2020",0
"2050000","2021",0
"2050000","2022",0
"2050000","2023",0
"2050005","2017",0
"2050005","2018",1
"2050005","2019",1
"2050005","2020",1
"2050005","2021",0
"2050005","2022",0
"2050005","2023",0
"2050021","2017",0
"2050021","2018",1
"2050021","2019",0
"2050021","2020",1
"2050021","2021",0
"2050021","2022",0
"2050021","2023",0
"2050022","2017",0
"2050022","2018",0
"2050022","2019",0
"2050022","2020",1
"2050022","2021",0
"2050022","2022",0
"2050022","2023",0
"2050045","2017",0
"2050045","2018",1
"2050045","2019",0
"2050045","2020",0
"2050045","2021",0
"2050045","2022",0
"2050045","2023",0
"2050063","2017",0
"2050063","2018",1
"2050063","2019",0
"2050063","2020",0
"2050063","2021",0
"2050063","2022",0
"2050063","2023",0
"2050150","2017",1
"2050150","2018",0
"2050150","2019",1
"2050150","2020",0
"2050150","2021",0
"2050150","2022",0
"2050150","2023",0
"2050154","2017",0
"2050154","2018",1
"2050154","2019",1
"2050154","2020",1
"2050154","2021",1
"2050154","2022",1
"2050154","2023",1
"2050165","2017",0
"2050165","2018",1
"2050165","2019",0
"2050165","2020",0
"2050165","2021",1
"2050165","2022",1
"2050165","2023",0
"2050170","2017",0
"2050170","2018",1
"2050170","2019",1
"2050170","2020",1
"2050170","2021",1
"2050170","2022",1
"2050170","2023",1
"2050180","2017",0
"2050180","2018",1
"2050180","2019",1
"2050180","2020",1
"2050180","2021",0
"2050180","2022",1
"2050180","2023",0
"2050211","2017",0
"2050211","2018",0
"2050211","2019",0
"2050211","2020",1
"2050211","2021",0
"2050211","2022",0
"2050211","2023",0
"2050222","2017",1
"2050222","2018",1
"2050222","2019",1
"2050222","2020",0
"2050222","2021",1
"2050222","2022",1
"2050222","2023",1
"2050248","2017",0
"2050248","2018",1
"2050248","2019",1
"2050248","2020",1
"2050248","2021",1
"2050248","2022",1
"2050248","2023",1
"2050250","2017",0
"2050250","2018",1
"2050250","2019",0
"2050250","2020",0
"2050250","2021",0
"2050250","2022",0
"2050250","2023",0
"2050252","2017",0
"2050252","2018",0
"2050252","2019",2
"2050252","2020",0
"2050252","2021",0
"2050252","2022",0
"2050252","2023",1
"2050386","2017",1
"2050386","2018",1
"2050386","2019",1
"2050386","2020",0
"2050386","2021",0
"2050386","2022",0
"2050386","2023",0
"2050388","2017",0
"2050388","2018",0
"2050388","2019",0
"2050388","2020",1
"2050388","2021",0
"2050388","2022",1
"2050388","2023",0
"2050400","2017",1
"2050400","2018",1
"2050400","2019",0
"2050400","2020",0
"2050400","2021",0
"2050400","2022",0
"2050400","2023",0
"2050401","2017",0
"2050401","2018",2
"2050401","2019",2
"2050401","2020",2
"2050401","2021",2
"2050401","2022",2
"2050401","2023",2
"2050430","2017",0
"2050430","2018",1
"2050430","2019",0
"2050430","2020",0
"2050430","2021",0
"2050430","2022",0
"2050430","2023",0
"2050440","2017",1
"2050440","2018",0
"2050440","2019",0
"2050440","2020",1
"2050440","2021",0
"2050440","2022",0
"2050440","2023",0
"2050441","2017",0
"2050441","2018",1
"2050441","2019",1
"2050441","2020",1
"2050441","2021",0
"2050441","2022",0
"2050441","2023",0
"2050452","2017",0
"2050452","2018",1
"2050452","2019",1
"2050452","2020",1
"2050452","2021",1
"2050452","2022",1
"2050452","2023",2
"2050470","2017",0
"2050470","2018",2
"2050470","2019",1
"2050470","2020",1
"2050470","2021",0
"2050470","2022",0
"2050470","2023",1
"2050482","2017",1
"2050482","2018",1
"2050482","2019",1
"2050482","2020",1
"2050482","2021",1
"2050482","2022",0
"2050482","2023",0
"2050615","2017",0
"2050615","2018",1
"2050615","2019",1
"2050615","2020",1
"2050615","2021",0
"2050615","2022",0
"2050615","2023",0
"2050620","2017",0
"2050620","2018",1
"2050620","2019",0
"2050620","2020",0
"2050620","2021",1
"2050620","2022",0
"2050620","2023",0
"2050623","2017",0
"2050623","2018",1
"2050623","2019",0
"2050623","2020",0
"2050623","2021",0
"2050623","2022",0
"2050623","2023",0
"2050630","2017",0
"2050630","2018",1
"2050630","2019",1
"2050630","2020",0
"2050630","2021",0
"2050630","2022",0
"2050630","2023",0
"2050700","2017",0
"2050700","2018",2
"2050700","2019",1
"2050700","2020",0
"2050700","2021",0
"2050700","2022",0
"2050700","2023",0
"2050730","2017",1
"2050730","2018",0
"2050730","2019",0
"2050730","2020",0
"2050730","2021",0
"2050730","2022",0
"2050730","2023",1
"2050764","2017",0
"2050764","2018",1
"2050764","2019",1
"2050764","2020",1
"2050764","2021",1
