,Participation.#,Sum.Amount,Date.Submitted,Date.Mailed,Name.1,Address.1,City,St,Postal,year_submitted,month_submitted,year_mailed,month_mailed,period,long_duration,class
10768,2090022,30,2021-09-30,2021-11-08T00:00:00.000,ST JOE GENERAL BAPTIST CHURCH,17079 State Highway J,Bloomfield,MO,63825,2021,9,2021,11,39,1,Religious Organization
10755,1130420,30,2021-09-30,2021-11-08T00:00:00.000,MAYWOOD LADIES COUNCIL,11201 PARALLEL PKWY,KANSAS CITY,KS,66110,2021,9,2021,11,39,1,Community
10764,1021483,30,2021-09-30,2021-11-08T00:00:00.000,BAPTIST WOMEN,404 W. RUTLEDGE ST.,YATES CENTER,KS,66783,2021,9,2021,11,39,1,Religious Organization
10762,2010189,30,2021-09-30,2021-11-08T00:00:00.000,CALVARY F.W.B. CHURCH,14390 S. 4210 RD.,CLAREMORE,OK,74017,2021,9,2021,11,39,1,Religious Organization
10761,1110295,30,2021-09-30,2021-11-08T00:00:00.000,KERN SENIOR CENTER,613 E. PARK,RICH HILL,MO,64779,2021,9,2021,11,39,1,Community
10757,1191050,30,2021-09-30,2021-11-08T00:00:00.000,NORTHLAND SHEPHARD CENTER,5314 N. VIRGINIA AVE.,KANSAS CITY,MO,64118,2021,9,2021,11,39,1,Community
10756,1031901,30,2021-09-30,2021-11-08T00:00:00.000,FAITH BIBLE FELLOWSHIP,18688 262ND RD.,ATCHISON,KS,66002,2021,9,2021,11,39,1,Religious Organization
10785,1130962,60,2021-09-30,2021-11-08T00:00:00.000,FIRST PRESBYTERIAN CHURCH,417 Vine St,Boonville,MO,65233,2021,9,2021,11,39,1,Religious Organization
10781,2230812,60,2021-09-30,2021-11-08T00:00:00.000,WHEATLAND CHRISTIAN CHURCH,PO BOX 95,WHEATLAND,MO,65779,2021,9,2021,11,39,1,Religious Organization
10787,1230788,60,2021-09-30,2021-11-08T00:00:00.000,WILLARD AVENUE BAPTIST CHURCH,3205 WILLARD AVE.,KANSAS CITY,KS,66106,2021,9,2021,11,39,1,Religious Organization
10786,1073021,60,2021-09-30,2021-11-08T00:00:00.000,DESIRE TOBEY SEARS CHPT DAR,PO Box 125,Scandia,KS,66966,2021,9,2021,11,39,1,Religious Organization
10799,1130699,60,2021-09-30,2021-11-08T00:00:00.000,METZ METHODIST MEMORIAL FUND,PO Box 164,METZ,MO,64765,2021,9,2021,11,39,1,Religious Organization
10818,1200999,90,2021-09-30,2021-11-08T00:00:00.000,UNITED METHODIST WOMEN-LYONS,216 E Truesdell St,Lyons,KS,67554,2021,9,2021,11,39,1,Religious Organization
10804,1031540,60,2021-09-30,2021-11-08T00:00:00.000,CLEARWATER CHURCH OF CHRIST,PO Box 458,CLEARWATER,KS,67026,2021,9,2021,11,39,1,Religious Organization
10803,2071573,60,2021-09-30,2021-11-08T00:00:00.000,FIRST SOUTHERN BAPTIST CHURCH,717 E. 6TH,CHERRYVALE,KS,67335,2021,9,2021,11,39,1,Religious Organization
10801,1130372,60,2021-09-30,2021-11-08T00:00:00.000,HOSANNA EVANGELICAL LUTHERAN CHURCH,2800 N Church Rd,Liberty,MO,64068,2021,9,2021,11,39,1,Religious Organization
10800,1235475,60,2021-09-30,2021-11-08T00:00:00.000,GENERAL BAPTIST,18060 ST HWY Z,BERNIE,MO,63822,2021,9,2021,11,39,1,Religious Organization
10805,1010300,60,2021-09-30,2021-11-08T00:00:00.000,HICKORY GROVE BAPTIST CHURCH,20000 SOUTH HICKORY GROVE RD,PLEASANT HILL,MO,64080,2021,9,2021,11,39,1,Religious Organization
10797,1191929,60,2021-09-30,2021-11-08T00:00:00.000,POLO UNITED METHODIST WOMEN,PO BOX 11,Polo,MO,64671,2021,9,2021,11,39,1,Religious Organization
10794,1120630,60,2021-09-30,2021-11-08T00:00:00.000,LEAWOOD UNITED METHODIST WOMEN,2915 W 95th St,Leawood,KS,66206,2021,9,2021,11,39,1,Religious Organization
10793,2200527,60,2021-09-30,2021-11-08T00:00:00.000,GUY CHAPEL LADIES CLUB,8337 W. ST. HWY BB,WALNUT GROVE,MO,65770,2021,9,2021,11,39,1,Religious Organization
10791,1060963,60,2021-09-30,2021-11-08T00:00:00.000,MUSCOTAH KIDS CLUB,6747 Cheyenne Rd,MUSCOTAH,KS,66058,2021,9,2021,11,39,1,Community
10790,1121418,60,2021-09-30,2021-11-08T00:00:00.000,LUTHERAN WMS MISSIONARY LEAGUE,14700 Leavenworth Rd,Basehor,KS,66007,2021,9,2021,11,39,1,Religious Organization
10796,1020420,60,2021-09-30,2021-11-08T00:00:00.000,BERWICK HOME BENEFIT FCE,1705 ROOSEVELT #88,SABETHA,KS,66534,2021,9,2021,11,39,1,Community
10706,1071105,90,2021-09-15,2021-09-16T00:00:00.000,GRACE BAPTIST LADIES M GROUP,PO BOX 314,NEODESHA,KS,66757,2021,9,2021,9,1,0,Religious Organization
10721,1192406,60,2021-09-15,2021-09-16T00:00:00.000,ST. JOHN CHAPEL ALTAR SOCIETY,30371 Bahner Rd,Smithton,MO,65350,2021,9,2021,9,1,0,Religious Organization
10718,2131457,60,2021-09-15,2021-09-16T00:00:00.000,RIDGEDALE ASSEMBLY OF GOD,PO Box 2,Ridgedale,MO,65739,2021,9,2021,9,1,0,Religious Organization
10715,1210278,60,2021-09-15,2021-09-16T00:00:00.000,ROCKVILLE METHODIST YOUTH,PO BOX 77,ROCKVILLE,MO,64780,2021,9,2021,9,1,0,Religious Organization
10708,1010750,150,2021-09-15,2021-09-16T00:00:00.000,ALPHA CHRISTIAN CHILDRENS HOME,PO BOX 727,PERRY,KS,66073,2021,9,2021,9,1,0,Religious Organization
10701,1210825,30,2021-09-15,2021-09-16T00:00:00.000,NORTHBRANCH FRIENDS WOMEN,203 2nd St,Burr Oak,KS,66936,2021,9,2021,9,1,0,Community
10705,2060925,60,2021-09-15,2021-09-16T00:00:00.000,FOCUS 1ST ASSEMBLY OF GOD,4099 MAIN ST,CASSVILLE,MO,65625,2021,9,2021,9,1,0,Religious Organization
10692,1193521,30,2021-09-15,2021-09-16T00:00:00.000,FIRST CHRISTIAN CHURCH,301 S. MAIN ST.,HOLDEN,MO,64040,2021,9,2021,9,1,0,Religious Organization
10697,2230749,30,2021-09-15,2021-09-16T00:00:00.000,UNITED METHODIST WOMEN SBP,801 E. SCENIC RIVERS BLVD.,SALEM,MO,65560,2021,9,2021,9,1,0,Religious Organization
10696,1050769,30,2021-09-15,2021-09-16T00:00:00.000,EMMET AVE BAPTIST CHURCH,400 EAST WALNUT,SEDALIA,MO,65301,2021,9,2021,9,1,0,Religious Organization
10726,1231110,60,2021-09-15,2021-09-16T00:00:00.000,WINFREY CLUB,29985 HWY 24,CARROLLTON,MO,64633,2021,9,2021,9,1,0,Community
10725,1120181,60,2021-09-15,2021-09-16T00:00:00.000,EPWORTH UNITED METHODIST CHURC,1124 EAST BROADWAY,SEDALIA,MO,65301,2021,9,2021,9,1,0,Religious Organization
10747,2061380,90,2021-09-15,2021-09-16T00:00:00.000,FIRST CHURCH OF GOD (WCG),205 W 5th St,Mountain View,MO,65548,2021,9,2021,9,1,0,Religious Organization
10729,1020915,60,2021-09-15,2021-09-16T00:00:00.000,LIBERTY CHURCH YOUTH ACTIVITY,1016 STATE HWY 34,BURFORDVILLE,MO,63739,2021,9,2021,9,1,0,Religious Organization
10731,2190670,60,2021-09-15,2021-09-16T00:00:00.000,OZARK SENIOR CENTER,727 N 9th St,OZARK,MO,65721,2021,9,2021,9,1,0,Community
10732,3201515,60,2021-09-15,2021-09-16T00:00:00.000,TRAILS END QUILTERS GUILD,PO BOX 506,OWASSO,OK,74055,2021,9,2021,9,1,0,Community
10733,1180343,60,2021-09-15,2021-09-16T00:00:00.000,ST. PAUL CATHOLIC SCHOOL PTO,21650 W 115th Ter,OLATHE,KS,66061,2021,9,2021,9,1,0,Religious Organization
10737,1140638,60,2021-09-15,2021-09-16T00:00:00.000,RAMBLERS SQUARE DANCE CLUB,1316 MIDDLEBROOK DR.,LIBERTY,MO,64068,2021,9,2021,9,1,0,Community
10738,2131337,60,2021-09-15,2021-09-16T00:00:00.000,GROVES FIRST BAPTIST CHURCH,PO Box 450207,GROVE,OK,74345,2021,9,2021,9,1,0,Religious Organization
10745,1220180,60,2021-09-15,2021-09-16T00:00:00.000,VICTORY HILLS BAPTIST CHURCH,PO BOX 4310,KANSAS CITY,KS,66104,2021,9,2021,9,1,0,Religious Organization
10750,2191772,90,2021-09-15,2021-09-16T00:00:00.000,SOUTHWEST NAZARENE CHURCH,401 N. MILLER,BLOOMFIELD,MO,63825,2021,9,2021,9,1,0,Religious Organization
10751,2030552,120,2021-09-15,2021-09-16T00:00:00.000,STOCKTON UM MISSIONS TIGER TAS,PO Box 329,STOCKTON,MO,65785,2021,9,2021,9,1,0,Religious Organization
10753,1130482,180,2021-09-15,2021-09-16T00:00:00.000,TIPTON CHRISTIAN SCHOOL,PO Box 154,Tipton,KS,67485,2021,9,2021,9,1,0,Religious Organization
10730,2080262,60,2021-09-15,2021-09-16T00:00:00.000,HENDERSON BAPTIST CHURCH,P.O. BOX 55,ROGERSVILLE,MO,65742,2021,9,2021,9,1,0,Religious Organization
10647,1020209,120,2021-08-31,2021-09-01T00:00:00.000,DELAWARE BAPTIST ABWM,1010 OHIO ST.,SABETHA,KS,66534,2021,8,2021,9,1,0,Religious Organization
10662,3094728,60,2021-08-31,2021-09-01T00:00:00.000,"VACATION BIBLE SCHOOL, MC",600 SOUTH PEACH AVE.,NEWKIRK,OK,74647,2021,8,2021,9,1,0,Religious Organization
10659,1190602,60,2021-08-31,2021-09-01T00:00:00.000,COLUMBIA SENIOR CENTER,1121 BUSINESS LOOP 70 EAST,COLUMBIA,MO,65201,2021,8,2021,9,1,0,Community
10657,1032550,60,2021-08-31,2021-09-01T00:00:00.000,WOMEN CROSSROAD COMMUNITY SOC,1140 W US Highway 56,Scranton,KS,66537,2021,8,2021,9,1,0,Community
10653,2040425,60,2021-08-31,2021-09-01T00:00:00.000,EPIPHANY EPISCOPAL CHURCH,PO BOX 655,INDEPENDENCE,KS,67301,2021,8,2021,9,1,0,Religious Organization
10633,2190999,30,2021-08-31,2021-09-01T00:00:00.000,VICTORY BAPTIST ACADEMY,402 Wayne 341,PIEDMONT,MO,63957,2021,8,2021,9,1,0,Religious Organization
10644,1190823,30,2021-08-31,2021-09-01T00:00:00.000,SHAWNEE COMMUNITY SERVICES,11110 W 67th St,Shawnee,KS,66203,2021,8,2021,9,1,0,Community
10638,2192280,30,2021-08-31,2021-09-01T00:00:00.000,ST MARY CATHOLIC CHURCH OF SENECA,PO Box 1169,Seneca,MO,64865,2021,8,2021,9,1,0,Religious Organization
10637,1090045,30,2021-08-31,2021-09-01T00:00:00.000,JEFF COUNTY CHPT- NAT A.R.F.E.,9798 Nemaha Rd,Oskaloosa,KS,66066,2021,8,2021,9,1,0,Religious Organization
10636,2160200,30,2021-08-31,2021-09-01T00:00:00.000,HOLY FAMILY CATHOLIC CHURCH,PO BOX 229,SHELL KNOB,MO,65747,2021,8,2021,9,1,0,Religious Organization
10666,1010535,60,2021-08-31,2021-09-01T00:00:00.000,THE LIFE CHURCH,1500 BROOKSIDE DR.,ST. JOSEPH,MO,64506,2021,8,2021,9,1,0,Religious Organization
10664,1055580,60,2021-08-31,2021-09-01T00:00:00.000,MARSHALL BAPT TEMPLE LADIES GR,1595 W. VEST,MARSHALL,MO,65340,2021,8,2021,9,1,0,Religious Organization
10672,1131252,60,2021-08-31,2021-09-01T00:00:00.000,DAUGHTERS OF UNION VETERANS OF THE CIVIL,706 Twilight Ct,Raymore,MO,64083,2021,8,2021,9,1,0,Community
10667,1130924,60,2021-08-31,2021-09-01T00:00:00.000,DEDERICK CHRISTIAN CHURCH YOUTH GROUP,27309 E 54 HWY,El Dorado Springs,MO,64744,2021,8,2021,9,1,0,Religious Organization
10669,1114225,60,2021-08-31,2021-09-01T00:00:00.000,TRINITY LUTHERAN LWML,902 KENNEDY ST.,BURLINGTON,KS,66839,2021,8,2021,9,1,0,Religious Organization
10671,2232217,60,2021-08-31,2021-09-01T00:00:00.000,URBANA BAPTIST CHURCH WMU,PO BOX 199,URBANA,MO,65767,2021,8,2021,9,1,0,Religious Organization
10673,2060175,60,2021-08-31,2021-09-01T00:00:00.000,SHERIDAN HOMEMAKERS,2693 NW Highway 102,Scammon,KS,66773,2021,8,2021,9,1,0,Community
10675,1004265,60,2021-08-31,2021-09-01T00:00:00.000,GARRIOT RD CHURCH OF CHRIST,3601 W Owen K Garriott Rd,ENID,OK,73703,2021,8,2021,9,1,0,Religious Organization
10678,1130580,90,2021-08-31,2021-09-01T00:00:00.000,BETHANY EVANGELICAL LUTHERAN CHURCH OF L,320 N Main St,Lindsborg,KS,67456,2021,8,2021,9,1,0,Religious Organization
10679,1130408,90,2021-08-31,2021-09-01T00:00:00.000,FIRST ASSEMBLY OF GOD LADIES MINISTRIES,103 Gum Rd PO Box 506,Carl Junction,MO,64834,2021,8,2021,9,1,0,Religious Organization
10680,1131394,90,2021-08-31,2021-09-01T00:00:00.000,OUTREACH WORSHIP CENTER,804 Crown St,Marble Hill,MO,63764,2021,8,2021,9,1,0,Community
10684,2120440,90,2021-08-31,2021-09-01T00:00:00.000,FIRST ASSEMBLY OF GOD/WOMEN'S,247 JEFFREY LANE,OAK RIDGE,MO,63769,2021,8,2021,9,1,0,Religious Organization
10685,2193720,120,2021-08-31,2021-09-01T00:00:00.000,FAITH LUTHERAN LWML,PO Box 1807,Branson,MO,65616,2021,8,2021,9,1,0,Religious Organization
10587,2231053,30,2021-08-14,2021-08-19T00:00:00.000,GRACE BAPTIST TABERNACLE,502 S. MARGRAVE ST.,FORT SCOTT,KS,66701,2021,8,2021,8,5,0,Religious Organization
10591,1131191,60,2021-08-14,2021-08-19T00:00:00.000,OAK GROVE BAPTIST CHURCH,11525 State Route Y,Birch Tree,MO,65438,2021,8,2021,8,5,0,Religious Organization
10589,1130548,30,2021-08-14,2021-08-19T00:00:00.000,VISTA UNITED METHODIST CHURCH,6190 SE 250 Rd,Osceola,MO,64776,2021,8,2021,8,5,0,Religious Organization
10588,1071409,30,2021-08-14,2021-08-19T00:00:00.000,IDANA PRES. CHURCH PW,1625 DEER TRAIL ROAD,CLAY CENTER,KS,67432,2021,8,2021,8,5,0,Religious Organization
10607,1131395,60,2021-08-14,2021-08-19T00:00:00.000,DISCIPLES CHRISTIAN CHURCH,125 N Prewitt,Nevada,MO,64772,2021,8,2021,8,5,0,Religious Organization
10585,1131514,30,2021-08-14,2021-08-19T00:00:00.000,HARVEST COMMUNITY CHURCH OF THE NAZARENE,Food Pantry,Rogersville,MO,65742,2021,8,2021,8,5,0,Religious Organization
10582,2131267,30,2021-08-14,2021-08-19T00:00:00.000,ST PHILLIPINE DUCHESNE CATHOLIC CHURCH A,12632 Grandview St,Overland Park,KS,66213,2021,8,2021,8,5,0,Religious Organization
10578,1060460,30,2021-08-14,2021-08-19T00:00:00.000,CHRISTIAN WOMEN'S SOCIETY,65 N. EAGLE LANE,MOUND CITY,KS,66056,2021,8,2021,8,5,0,Religious Organization
10598,2032615,60,2021-08-14,2021-08-19T00:00:00.000,KECHI UNITED METHODIST CHURCH,4533 E 61st St N,Kechi,KS,67067,2021,8,2021,8,5,0,Religious Organization
10592,2050401,60,2021-08-14,2021-08-19T00:00:00.000,CHARITY CHRISTIAN CHURCH,c/o Judy O'Bannon,ELKLAND,MO,65644,2021,8,2021,8,5,0,Religious Organization
10619,1031280,60,2021-08-14,2021-08-19T00:00:00.000,CHRISTIAN GLEANERS,421 E. MODOC,MANKATO,KS,66956,2021,8,2021,8,5,0,Religious Organization
10600,1150570,60,2021-08-14,2021-08-19T00:00:00.000,FRIENDS OF THE MENTALLY ILL,500 STATE HOSPITAL DR.,OSAWATOMIE,KS,66064,2021,8,2021,8,5,0,Community
10610,2140507,60,2021-08-14,2021-08-19T00:00:00.000,SENIOR CENTER OF NEW HAVEN,603 MILLER ST.,NEW HAVEN,MO,63068,2021,8,2021,8,5,0,Community
10614,2210835,60,2021-08-14,2021-08-19T00:00:00.000,EVEREST CHRISTIAN CHURCH,6103 326th Rd,EVEREST,KS,66424,2021,8,2021,8,5,0,Religious Organization
10615,2031275,60,2021-08-14,2021-08-19T00:00:00.000,CHANUTE CHURCH OF CHRIST,PO BOX 73,CHANUTE,KS,66720,2021,8,2021,8,5,0,Religious Organization
10617,2121021,60,2021-08-14,2021-08-19T00:00:00.000,BOONE CREEK BAPTIST CHURCH,19478 Oscar Rd,Licking,MO,65542,2021,8,2021,8,5,0,Religious Organization
10626,1130360,90,2021-08-14,2021-08-19T00:00:00.000,HAVEN BAPTIST CHURCH,3430 Hutton Rd,Kansas City,KS,66112,2021,8,2021,8,5,0,Religious Organization
10620,1040087,60,2021-08-14,2021-08-19T00:00:00.000,FIRST BAPTIST CHURCH,500 EAST PAWNEE,SAVANNAH,MO,64485,2021,8,2021,8,5,0,Religious Organization
10621,1060950,60,2021-08-14,2021-08-19T00:00:00.000,FIRST LUTHERAN QUILTING GROUP,10 Holly Lane,PAOLA,KS,66071,2021,8,2021,8,5,0,Religious Organization
10525,2161265,30,2021-07-31,2021-08-05T00:00:00.000,POLK COUNTY SENIOR CENTER,1850 W. BROADWAY,BOLIVAR,MO,65613,2021,7,2021,8,5,0,Community
10538,1193190,60,2021-07-31,2021-08-05T00:00:00.000,ST GABRIEL CATHOLIC CHURCH,4737 N. CLEVELAND AVE.,KANSAS CITY,MO,64117,2021,7,2021,8,5,0,Religious Organization
10532,2160915,30,2021-07-31,2021-08-05T00:00:00.000,PINES COMMUNITY CHRISTIAN CHUR,7968 E. HWY 86,BLUE EYE,MO,65611,2021,7,2021,8,5,0,Religious Organization
10529,1190823,30,2021-07-31,2021-08-05T00:00:00.000,SHAWNEE COMMUNITY SERVICES,11110 W 67th St,Shawnee,KS,66203,2021,7,2021,8,5,0,Community
10528,1130576,30,2021-07-31,2021-08-05T00:00:00.000,FIRST BAPTIST CHURCH,PO Box 408,Herington,KS,67449,2021,7,2021,8,5,0,Religious Organization
10521,3076825,30,2021-07-31,2021-08-05T00:00:00.000,ORION HOMEMAKERS,236777 E County Rd 58,Chester,OK,73838,2021,7,2021,8,5,0,Community
10524,1060832,30,2021-07-31,2021-08-05T00:00:00.000,FAITH BAPTIST WMU,PO BOX 345,HARRISONVILLE,MO,64701,2021,7,2021,8,5,0,Religious Organization
10523,1131107,30,2021-07-31,2021-08-05T00:00:00.000,1ST PRESBYTERIAN CHURCH,PO Box 243,Pleasanton,KS,66075,2021,7,2021,8,5,0,Religious Organization
10522,1161187,30,2021-07-31,2021-08-05T00:00:00.000,PRESCOTT UNITED METHODIST CHUR,PO Box 224,Prescott,KS,66767,2021,7,2021,8,5,0,Religious Organization
10548,1071740,60,2021-07-31,2021-08-05T00:00:00.000,ADULT BIBLE STUDY CLASS,1995 Concord Rd,HADDAM,KS,66944,2021,7,2021,8,5,0,Religious Organization
10545,1090421,60,2021-07-31,2021-08-05T00:00:00.000,ANTIOCH SOUTHERN BAPTIST CHURC,2601 E Mechanic,Harrisonville,MO,64701,2021,7,2021,8,5,0,Religious Organization
10536,2160840,60,2021-07-31,2021-08-05T00:00:00.000,TRINITY UNITED METHODIST CHURC,16069 State Highway 34,Piedmont,MO,63957,2021,7,2021,8,5,0,Religious Organization
10550,1117437,60,2021-07-31,2021-08-05T00:00:00.000,METHODIST CHURCH ORPHA CIRCLE,321 N. KANSAS AVE.,MARCELINE,MO,64658,2021,7,2021,8,5,0,Religious Organization
10566,1191582,90,2021-07-31,2021-08-05T00:00:00.000,ST. JOHN UNI CHURCH OF CHRIST,PO BOX 116,FLORENCE,MO,65329,2021,7,2021,8,5,0,Religious Organization
10556,1131042,60,2021-07-31,2021-08-05T00:00:00.000,TEMPLE OF GODS GLORY,141 S Lincoln St,Homestown,MO,63879,2021,7,2021,8,5,0,Religious Organization
10573,1060550,120,2021-07-31,2021-08-05T00:00:00.000,GOLDEN AGE GROUP,14 SW 260th Rd,Warrensburg,MO,64093,2021,7,2021,8,5,0,Community
10571,2193250,90,2021-07-31,2021-08-05T00:00:00.000,APPLE CREEK MEN'S CLUB,1408 PCR 518,PERRYVILLE,MO,63775,2021,7,2021,8,5,0,Community
10569,3060894,90,2021-07-31,2021-08-05T00:00:00.000,CEDAR CHRISTIAN SCHOOL,55604 S County Road 257,Okeene,OK,73763,2021,7,2021,8,5,0,Religious Organization
10570,2061050,90,2021-07-31,2021-08-05T00:00:00.000,EMERALD BEACH WOMENS CLUB,23956 Cardinal Dr,Golden,MO,65658,2021,7,2021,8,5,0,Community
10565,1190290,90,2021-07-31,2021-08-05T00:00:00.000,SALEM LUTHERAN LADIES EVENING,700 County Road 259,Armstrong,MO,65230,2021,7,2021,8,5,0,Religious Organization
10560,2140990,60,2021-07-31,2021-08-05T00:00:00.000,NOBLE GENRL BAPTST YOUTH GROUP,15588 STATE HWY 95 - S,WASOLA,MO,65773,2021,7,2021,8,5,0,Religious Organization
10558,1010922,60,2021-07-31,2021-08-05T00:00:00.000,THE AMERICUS UNITED METHODIST CHURCH,PO BOX 82,AMERICUS,KS,66835,2021,7,2021,8,5,0,Religious Organization
10465,1130677,60,2021-07-17,2021-07-22T00:00:00.000,NEW TESTAMENT CHRISTIAN CHURCH,15 Elm Point Ln,Kimberling City,MO,65686,2021,7,2021,7,5,0,Religious Organization
10471,1130335,60,2021-07-17,2021-07-22T00:00:00.000,ALDRICH-MORRISVILLE UNITED METHODIST WOM,1131 HWY UU,BOLIVAR,MO,65613,2021,7,2021,7,5,0,Religious Organization
10473,2160188,60,2021-07-17,2021-07-22T00:00:00.000,TRINITY LUTHERAN BUILDING FUND,601 KINGSBURY BLVD.,FREDERICKTOWN,MO,63645,2021,7,2021,7,5,0,Religious Organization
10470,1130472,60,2021-07-17,2021-07-22T00:00:00.000,LADIES BIBLE STUDY - CFWBC,6686 Highway KK,Cuba,MO,65453,2021,7,2021,7,5,0,Religious Organization
10468,1190990,60,2021-07-17,2021-07-22T00:00:00.000,SHOW ME CHRISTIAN YOUTH HOME,PO Box 6,LA MONTE,MO,65337,2021,7,2021,7,5,0,Religious Organization
10467,2131313,60,2021-07-17,2021-07-22T00:00:00.000,TRINITY UNITED METHODIST CHURCH FREE BRE,2511 Reno Rd,Ottawa,KS,66067,2021,7,2021,7,5,0,Religious Organization
10466,1230348,60,2021-07-17,2021-07-22T00:00:00.000,WELCA LORD OF LOVE LUTHERAN,8306 E. 171ST STREET,BELTON,MO,64012,2021,7,2021,7,5,0,Religious Organization
10449,1140160,30,2021-07-17,2021-07-22T00:00:00.000,NAZARENE MISSION FUNDS,2438 140 ROAD,BURR OAK,KS,66936,2021,7,2021,7,5,0,Community
10463,3031154,60,2021-07-17,2021-07-22T00:00:00.000,FRIENDS FUR CHANGE,2243 N Sooner Rd,CHICKASHA,OK,73018,2021,7,2021,7,5,0,Community
10456,2124378,30,2021-07-17,2021-07-22T00:00:00.000,MT. ZION GENERAL BAPTIS CHURCH,2813 LUCE ST.,CAPE GIRARDEAU,MO,63701,2021,7,2021,7,5,0,Religious Organization
10452,1130460,30,2021-07-17,2021-07-22T00:00:00.000,PINE VIEW CHRISTIAN HOME,4281 Hwy 17,Summersville,MO,65571,2021,7,2021,7,5,0,Religious Organization
10450,1096346,30,2021-07-17,2021-07-22T00:00:00.000,ROSENDALE GARDEN CLUB,12799 County Rd 168,Rosendale,MO,64483,2021,7,2021,7,5,0,Community
10447,2145263,30,2021-07-17,2021-07-22T00:00:00.000,KERNS CHAPEL CHURCH,8459 Highway M,Poplar Bluff,MO,63901,2021,7,2021,7,5,0,Religious Organization
10475,2051702,60,2021-07-17,2021-07-22T00:00:00.000,HOME FOR LIFE CAT SANCTUARY,229 NEW HOPE RD.,BUFFALO,MO,65622,2021,7,2021,7,5,0,Community
10474,1130104,60,2021-07-17,2021-07-22T00:00:00.000,FIRST CHURCH OF GOD,1700 Wayhaven Dr,West Plains,MO,65775,2021,7,2021,7,5,0,Religious Organization
10469,1156783,60,2021-07-17,2021-07-22T00:00:00.000,SACRED HEART CATHOLIC CHURCH,202 E MIDDLE ST,HAMILTON,MO,64644,2021,7,2021,7,5,0,Religious Organization
10476,1210330,60,2021-07-17,2021-07-22T00:00:00.000,CONCORDIA UNTD METHODIST WOMEN,740 WEST 11TH,CONCORDIA,KS,66901,2021,7,2021,7,5,0,Religious Organization
10501,1150290,60,2021-07-17,2021-07-22T00:00:00.000,OPEN ARMS BAPTIST CHURCH,202 CRESCENT DR,MACON,MO,63552,2021,7,2021,7,5,0,Religious Organization
10517,1131060,210,2021-07-17,2021-07-22T00:00:00.000,ST PAUL LUTHERAN PRESCHOOL,816 9th St,Clay Center,KS,67432,2021,7,2021,7,5,0,Religious Organization
10481,2130139,60,2021-07-17,2021-07-22T00:00:00.000,MT. ZION GENERAL BAPTIST CHURC,2300 BURGE ST.,MALDEN,MO,63863,2021,7,2021,7,5,0,Religious Organization
10512,1060227,120,2021-07-17,2021-07-22T00:00:00.000,SACRED HEART FRIENDS,736 S POPLAR,OTTAWA,KS,66067,2021,7,2021,7,5,0,Community
10511,1122405,120,2021-07-17,2021-07-22T00:00:00.000,OUR LADY ST. ROSE CHURCH,2203 Parallel Ave,KANSAS CITY,KS,66104,2021,7,2021,7,5,0,Religious Organization
10510,1191438,120,2021-07-17,2021-07-22T00:00:00.000,SPRING HILL BAPTIST CHURCH,406 W. NICHOLS ST.,SPRING HILL,KS,66083,2021,7,2021,7,5,0,Religious Organization
10506,2016348,90,2021-07-17,2021-07-22T00:00:00.000,LIFE POINTE CHURCH,26891 Lamms Ln,SEDALIA,MO,65301,2021,7,2021,7,5,0,Religious Organization
10514,1010750,150,2021-07-17,2021-07-22T00:00:00.000,ALPHA CHRISTIAN CHILDRENS HOME,PO BOX 727,PERRY,KS,66073,2021,7,2021,7,5,0,Religious Organization
10499,3060665,60,2021-07-17,2021-07-22T00:00:00.000,FARMHOUSE CHRISTIAN SCHOOL,16095 Highway 60,Fairview,OK,73737,2021,7,2021,7,5,0,Religious Organization
10491,3034567,60,2021-07-17,2021-07-22T00:00:00.000,TRINITY LUTHERAN CHURCH,190 E. State Highway 31,McAlester,OK,74501,2021,7,2021,7,5,0,Religious Organization
10486,2130095,60,2021-07-17,2021-07-22T00:00:00.000,MAGIC CIRCLE QUILT GUILD,1218 150th St,EUREKA,KS,67045,2021,7,2021,7,5,0,Community
10484,1090051,60,2021-07-17,2021-07-22T00:00:00.000,1ST UNTD METHODIST PRESB YOUTH,300 N COLUMBUS ST,MONTGOMERY CITY,MO,63361,2021,7,2021,7,5,0,Religious Organization
10482,1047821,60,2021-07-17,2021-07-22T00:00:00.000,OUR SAVIOR LUTHERAN CHURCH,14155 N Highway,Platte City,MO,64079,2021,7,2021,7,5,0,Religious Organization
10494,1130752,60,2021-07-17,2021-07-22T00:00:00.000,FIRST BAPTIST CHURCH OF LYNDON KS INC,129 W 15th St,Lyndon,KS,66451,2021,7,2021,7,5,0,Religious Organization
10397,2201645,60,2021-06-29,2021-07-01T00:00:00.000,TRI LAKES EAGLES AUX #4279,3310 EAST 380 ROAD,EL DORADO SPRINGS,MO,64744,2021,6,2021,7,2,0,Community
10405,2676100,60,2021-06-29,2021-07-01T00:00:00.000,CHURCH OF CHRIST OF FONTANA,23797 County Rd 1095,Fontana,KS,66026,2021,6,2021,7,2,0,Religious Organization
10402,1130019,60,2021-06-29,2021-07-01T00:00:00.000,NEW SALEM UNITED METHODIST CHURCH,6228 State Hwy E,Oak Ridge,MO,63769,2021,6,2021,7,2,0,Religious Organization
10401,2194011,60,2021-06-29,2021-07-01T00:00:00.000,CHADWICK FRIENDSHIP CLUB,PO BOX 302,CHADWICK,MO,65629,2021,6,2021,7,2,0,Community
